	late-summer	early-summer	winter	halfounder
OJ19_0191b	0	0	0	1
OJ19_0207a	0	0	0	1
OJ19_0207b	0	0	0	1
OJ19_0215a	0	0	0	1
OJ19_0215b	0	0	0	1
OJ19_0223a	0	0	0	1
OJ19_0223b	0	0	0	1
OJ19_0231a	0	0	0	1
OJ19_0231b	0	0	0	1
OJ19_0239a	0	0	0	1
OJ19_0239b	0	0	0	1
OJ19_0247a	0	0	0	1
OJ19_0247b	0	0	0	1
OJ19_0255a	0	0	0	1
OJ19_0255b	0	0	0	1
OJ19_0263a	0	0	0	1
OJ19_0263b	0	0	0	1
OJ19_0271a	0	0	0	1
OJ19_0271b	0	0	0	1
OJ19_0279a	0	0	0	1
OJ19_0279b	0	0	0	1
OJ19_0200a	0	0	0	1
OJ19_0200b	0	0	0	1
OJ19_0208a	0	0	0	1
OJ19_0208b	0	0	0	1
OJ19_0216a	0	0	0	1
OJ19_0216b	0	0	0	1
OJ19_0232a	0	0	0	1
OJ19_0232b	0	0	0	1
OJ19_0240a	0	0	0	1
OJ19_0240b	0	0	0	1
OJ19_0248a	0	0	0	1
OJ19_0248b	0	0	0	1
OJ19_0256a	0	0	0	1
OJ19_0256b	0	0	0	1
OJ19_0264a	0	0	0	1
OJ19_0264b	0	0	0	1
OJ19_0272a	0	0	0	1
OJ19_0272b	0	0	0	1
OJ19_0280a	0	0	0	1
OJ19_0280b	0	0	0	1
OJ19_0209a	0	0	0	1
OJ19_0209b	0	0	0	1
OJ19_0217a	0	0	0	1
OJ19_0217b	0	0	0	1
OJ19_0241a	0	0	0	1
OJ19_0241b	0	0	0	1
OJ19_0249a	0	0	0	1
OJ19_0249b	0	0	0	1
OJ19_0257a	0	0	0	1
OJ19_0257b	0	0	0	1
OJ19_0265a	0	0	0	1
OJ19_0265b	0	0	0	1
OJ19_0273a	0	0	0	1
OJ19_0273b	0	0	0	1
OJ19_0281a	0	0	0	1
OJ19_0281b	0	0	0	1
OJ19_0194a	0	0	0	1
OJ19_0194b	0	0	0	1
OJ19_0202a	0	0	0	1
OJ19_0202b	0	0	0	1
OJ19_0218a	0	0	0	1
OJ19_0218b	0	0	0	1
OJ19_0226a	0	0	0	1
OJ19_0226b	0	0	0	1
OJ19_0234a	0	0	0	1
OJ19_0234b	0	0	0	1
OJ19_0242a	0	0	0	1
OJ19_0242b	0	0	0	1
OJ19_0250a	0	0	0	1
OJ19_0250b	0	0	0	1
OJ19_0258a	0	0	0	1
OJ19_0258b	0	0	0	1
OJ19_0266a	0	0	0	1
OJ19_0266b	0	0	0	1
OJ19_0274a	0	0	0	1
OJ19_0274b	0	0	0	1
OJ19_0282a	0	0	0	1
OJ19_0282b	0	0	0	1
OJ19_0195a	0	0	0	1
OJ19_0195b	0	0	0	1
OJ19_0203a	0	0	0	1
OJ19_0203b	0	0	0	1
OJ19_0211a	0	0	0	1
OJ19_0211b	0	0	0	1
OJ19_0219a	0	0	0	1
OJ19_0219b	0	0	0	1
OJ19_0227a	0	0	0	1
OJ19_0227b	0	0	0	1
OJ19_0235a	0	0	0	1
OJ19_0235b	0	0	0	1
OJ19_0259a	0	0	0	1
OJ19_0259b	0	0	0	1
OJ19_0267a	0	0	0	1
OJ19_0267b	0	0	0	1
OJ19_0275a	0	0	0	1
OJ19_0275b	0	0	0	1
OJ19_0196a	0	0	0	1
OJ19_0196b	0	0	0	1
OJ19_0204a	0	0	0	1
OJ19_0204b	0	0	0	1
OJ19_0212a	0	0	0	1
OJ19_0212b	0	0	0	1
OJ19_0220a	0	0	0	1
OJ19_0220b	0	0	0	1
OJ19_0228a	0	0	0	1
OJ19_0228b	0	0	0	1
OJ19_0236a	0	0	0	1
OJ19_0236b	0	0	0	1
OJ19_0244a	0	0	0	1
OJ19_0244b	0	0	0	1
OJ19_0252a	0	0	0	1
OJ19_0252b	0	0	0	1
OJ19_0260a	0	0	0	1
OJ19_0260b	0	0	0	1
OJ19_0268a	0	0	0	1
OJ19_0268b	0	0	0	1
